engine,run,performance_score1,performance_score1_name,behaviour_score1,behaviour_score1_name,behaviour_score2,behaviour_score2_name,performance_score2,performance_score2_name,behaviour_score3,behaviour_score3_name
random,363,48.685375,rewards mean,0.6626625,meta-cognitive sensitivity,0.47475,confidence mean,0.4125,mean accuracy,0.6551133897569444,adjusted qsr
random,364,47.4235,rewards mean,0.68088125,meta-cognitive sensitivity,0.526625,confidence mean,0.3375,mean accuracy,0.678191135734072,adjusted qsr
random,365,50.905875,rewards mean,0.66425375,meta-cognitive sensitivity,0.5271250000000001,confidence mean,0.475,mean accuracy,0.6575609418282549,adjusted qsr
random,366,50.60525,rewards mean,0.67221125,meta-cognitive sensitivity,0.502375,confidence mean,0.5125,mean accuracy,0.6615988569488456,adjusted qsr
random,367,50.386375,rewards mean,0.7010099999999999,meta-cognitive sensitivity,0.4525,confidence mean,0.5625,mean accuracy,0.6969952467179719,adjusted qsr
random,368,50.423875,rewards mean,0.66420375,meta-cognitive sensitivity,0.485625,confidence mean,0.4625,mean accuracy,0.6592810075459667,adjusted qsr
random,369,49.207125,rewards mean,0.6564625,meta-cognitive sensitivity,0.4589999999999999,confidence mean,0.5,mean accuracy,0.6458254847645429,adjusted qsr
random,370,48.476625,rewards mean,0.6670887499999999,meta-cognitive sensitivity,0.481125,confidence mean,0.4375,mean accuracy,0.6621984270379424,adjusted qsr
random,371,51.72925,rewards mean,0.7412025,meta-cognitive sensitivity,0.51125,confidence mean,0.55,mean accuracy,0.7391529571012078,adjusted qsr
random,372,48.54425,rewards mean,0.6757775,meta-cognitive sensitivity,0.5055000000000001,confidence mean,0.4,mean accuracy,0.6708848741319444,adjusted qsr
random,373,49.748000000000005,rewards mean,0.67409375,meta-cognitive sensitivity,0.4801249999999999,confidence mean,0.4375,mean accuracy,0.6668036566840277,adjusted qsr
random,374,51.75175,rewards mean,0.603175,meta-cognitive sensitivity,0.48525,confidence mean,0.5125,mean accuracy,0.5956730258263365,adjusted qsr
random,375,47.93775,rewards mean,0.7105662500000001,meta-cognitive sensitivity,0.5561250000000001,confidence mean,0.3875,mean accuracy,0.7051227548092254,adjusted qsr
random,376,48.18362499999999,rewards mean,0.62310375,meta-cognitive sensitivity,0.528125,confidence mean,0.5125,mean accuracy,0.6146063910590278,adjusted qsr
random,377,48.57025,rewards mean,0.68071875,meta-cognitive sensitivity,0.516375,confidence mean,0.45,mean accuracy,0.6774169616826322,adjusted qsr
random,378,52.483,rewards mean,0.68395625,meta-cognitive sensitivity,0.493875,confidence mean,0.5125,mean accuracy,0.6790652566691465,adjusted qsr
random,379,49.265875,rewards mean,0.69818,meta-cognitive sensitivity,0.4627499999999999,confidence mean,0.5375,mean accuracy,0.6909559461805556,adjusted qsr
random,380,53.2925,rewards mean,0.7070475,meta-cognitive sensitivity,0.5135,confidence mean,0.5875,mean accuracy,0.7045684089962515,adjusted qsr
random,381,47.17100000000001,rewards mean,0.65126,meta-cognitive sensitivity,0.4425,confidence mean,0.475,mean accuracy,0.6456956105856095,adjusted qsr
random,382,51.004625,rewards mean,0.70435625,meta-cognitive sensitivity,0.500625,confidence mean,0.5,mean accuracy,0.7014824552269887,adjusted qsr
random,383,48.761625,rewards mean,0.70611,meta-cognitive sensitivity,0.48075,confidence mean,0.4875,mean accuracy,0.7015245225694444,adjusted qsr
random,384,49.71925,rewards mean,0.69589,meta-cognitive sensitivity,0.517,confidence mean,0.5125,mean accuracy,0.6766861540494121,adjusted qsr
random,385,49.67275,rewards mean,0.6500999999999999,meta-cognitive sensitivity,0.5127499999999999,confidence mean,0.4875,mean accuracy,0.6444507917950898,adjusted qsr
random,386,49.804375,rewards mean,0.68097125,meta-cognitive sensitivity,0.516625,confidence mean,0.525,mean accuracy,0.677679872969596,adjusted qsr
random,387,51.997125,rewards mean,0.7204575,meta-cognitive sensitivity,0.49575,confidence mean,0.55,mean accuracy,0.7161051432291667,adjusted qsr
random,388,50.201,rewards mean,0.6639625,meta-cognitive sensitivity,0.53925,confidence mean,0.5125,mean accuracy,0.6556191135734073,adjusted qsr
random,389,48.378125,rewards mean,0.6474525,meta-cognitive sensitivity,0.48475,confidence mean,0.4375,mean accuracy,0.6408770857689448,adjusted qsr
random,390,49.30775,rewards mean,0.72329375,meta-cognitive sensitivity,0.461375,confidence mean,0.4625,mean accuracy,0.7158428587596197,adjusted qsr
random,391,48.489,rewards mean,0.61883625,meta-cognitive sensitivity,0.493375,confidence mean,0.45,mean accuracy,0.6144614223240317,adjusted qsr
random,392,46.182625,rewards mean,0.62322875,meta-cognitive sensitivity,0.515875,confidence mean,0.4,mean accuracy,0.6118882921006945,adjusted qsr
random,393,51.3255,rewards mean,0.70705375,meta-cognitive sensitivity,0.495125,confidence mean,0.5125,mean accuracy,0.704692055393586,adjusted qsr
random,394,49.452375,rewards mean,0.6589137500000001,meta-cognitive sensitivity,0.508875,confidence mean,0.475,mean accuracy,0.6552126718034152,adjusted qsr
random,395,49.298125000000006,rewards mean,0.64441125,meta-cognitive sensitivity,0.488125,confidence mean,0.4125,mean accuracy,0.639337336592624,adjusted qsr
random,396,50.209875,rewards mean,0.6331150000000001,meta-cognitive sensitivity,0.4885,confidence mean,0.5375,mean accuracy,0.625875491550643,adjusted qsr
random,397,48.04975,rewards mean,0.6552299999999999,meta-cognitive sensitivity,0.5045,confidence mean,0.4125,mean accuracy,0.6515618492294877,adjusted qsr
random,398,51.905875,rewards mean,0.7016425,meta-cognitive sensitivity,0.4602499999999999,confidence mean,0.575,mean accuracy,0.6989041024573095,adjusted qsr
random,399,49.1095,rewards mean,0.66005375,meta-cognitive sensitivity,0.501625,confidence mean,0.525,mean accuracy,0.6565350374843815,adjusted qsr
random,400,52.306875000000005,rewards mean,0.5971362499999999,meta-cognitive sensitivity,0.497625,confidence mean,0.5625,mean accuracy,0.5886996492719736,adjusted qsr
random,401,48.690125,rewards mean,0.6619412499999999,meta-cognitive sensitivity,0.514375,confidence mean,0.425,mean accuracy,0.6516800554016621,adjusted qsr
random,402,47.525375,rewards mean,0.6730562499999999,meta-cognitive sensitivity,0.5123749999999999,confidence mean,0.4625,mean accuracy,0.6661385041551247,adjusted qsr
random,403,50.833125,rewards mean,0.6541775000000001,meta-cognitive sensitivity,0.52675,confidence mean,0.575,mean accuracy,0.6466444227430556,adjusted qsr
random,404,50.450625,rewards mean,0.6447075,meta-cognitive sensitivity,0.4985,confidence mean,0.4875,mean accuracy,0.6409490837151186,adjusted qsr
random,405,49.83,rewards mean,0.69024,meta-cognitive sensitivity,0.4935,confidence mean,0.45,mean accuracy,0.6873698458975428,adjusted qsr
random,406,48.132875,rewards mean,0.7206162500000001,meta-cognitive sensitivity,0.568375,confidence mean,0.575,mean accuracy,0.7184181070387339,adjusted qsr
random,407,51.919625,rewards mean,0.6457237499999999,meta-cognitive sensitivity,0.467125,confidence mean,0.475,mean accuracy,0.6419733965014578,adjusted qsr
random,408,49.8815,rewards mean,0.6664187500000001,meta-cognitive sensitivity,0.453375,confidence mean,0.425,mean accuracy,0.6630115056226572,adjusted qsr
random,409,51.411125000000006,rewards mean,0.62414625,meta-cognitive sensitivity,0.503125,confidence mean,0.5625,mean accuracy,0.608305511543685,adjusted qsr
random,410,51.536375,rewards mean,0.6895225,meta-cognitive sensitivity,0.52675,confidence mean,0.5875,mean accuracy,0.6845374109894781,adjusted qsr
random,411,50.48350000000001,rewards mean,0.64663,meta-cognitive sensitivity,0.484,confidence mean,0.4625,mean accuracy,0.6402925390583484,adjusted qsr
random,412,49.798875,rewards mean,0.7149487499999999,meta-cognitive sensitivity,0.483375,confidence mean,0.4875,mean accuracy,0.7113614624295888,adjusted qsr
random,413,51.882125,rewards mean,0.6735325,meta-cognitive sensitivity,0.47275,confidence mean,0.4625,mean accuracy,0.6685527154851738,adjusted qsr
random,414,47.380375,rewards mean,0.59641,meta-cognitive sensitivity,0.4945,confidence mean,0.45,mean accuracy,0.5895605271548519,adjusted qsr
random,415,50.059875,rewards mean,0.6800324999999999,meta-cognitive sensitivity,0.4942499999999999,confidence mean,0.5125,mean accuracy,0.6730041551246537,adjusted qsr
random,416,51.44562500000001,rewards mean,0.63923375,meta-cognitive sensitivity,0.499375,confidence mean,0.5125,mean accuracy,0.6301283094618055,adjusted qsr
random,417,48.673125000000006,rewards mean,0.7039725,meta-cognitive sensitivity,0.5207499999999999,confidence mean,0.375,mean accuracy,0.6987325964502072,adjusted qsr
random,418,52.33062500000001,rewards mean,0.61512625,meta-cognitive sensitivity,0.453625,confidence mean,0.6625,mean accuracy,0.6105307684298209,adjusted qsr
random,419,47.740125,rewards mean,0.6667725,meta-cognitive sensitivity,0.48375,confidence mean,0.4,mean accuracy,0.656797783933518,adjusted qsr
random,420,50.8045,rewards mean,0.6596775,meta-cognitive sensitivity,0.489,confidence mean,0.55,mean accuracy,0.6562187630154103,adjusted qsr
random,421,49.434625,rewards mean,0.70477875,meta-cognitive sensitivity,0.475875,confidence mean,0.475,mean accuracy,0.69932861328125,adjusted qsr
random,422,50.2255,rewards mean,0.6783737500000001,meta-cognitive sensitivity,0.4908749999999999,confidence mean,0.5375,mean accuracy,0.6713311089409723,adjusted qsr
random,423,50.210875,rewards mean,0.6404375,meta-cognitive sensitivity,0.501,confidence mean,0.5625,mean accuracy,0.6365290503956684,adjusted qsr
random,424,50.368125000000006,rewards mean,0.669205,meta-cognitive sensitivity,0.4994999999999999,confidence mean,0.5125,mean accuracy,0.6658267388588088,adjusted qsr
random,425,50.677,rewards mean,0.6543224999999999,meta-cognitive sensitivity,0.448,confidence mean,0.4875,mean accuracy,0.6389325378071835,adjusted qsr
random,426,50.665875,rewards mean,0.68281,meta-cognitive sensitivity,0.5055,confidence mean,0.4875,mean accuracy,0.6783837283452014,adjusted qsr
random,427,50.390375,rewards mean,0.6322475,meta-cognitive sensitivity,0.47975,confidence mean,0.525,mean accuracy,0.6280325905872552,adjusted qsr
random,428,48.844375,rewards mean,0.7035600000000001,meta-cognitive sensitivity,0.5599999999999999,confidence mean,0.375,mean accuracy,0.7023763020833333,adjusted qsr
random,429,48.78675,rewards mean,0.65486,meta-cognitive sensitivity,0.5105,confidence mean,0.5,mean accuracy,0.6510672636401499,adjusted qsr
random,430,50.83725,rewards mean,0.6417550000000001,meta-cognitive sensitivity,0.4950000000000001,confidence mean,0.5625,mean accuracy,0.6317160664819944,adjusted qsr
random,431,47.553250000000006,rewards mean,0.68020375,meta-cognitive sensitivity,0.471375,confidence mean,0.4625,mean accuracy,0.6701802286102309,adjusted qsr
random,432,49.618125,rewards mean,0.6410625,meta-cognitive sensitivity,0.4755000000000001,confidence mean,0.5125,mean accuracy,0.6369455435235318,adjusted qsr
random,433,47.759125,rewards mean,0.67122125,meta-cognitive sensitivity,0.5613750000000001,confidence mean,0.525,mean accuracy,0.66412353515625,adjusted qsr
random,434,47.908875,rewards mean,0.73102375,meta-cognitive sensitivity,0.524625,confidence mean,0.525,mean accuracy,0.7202175925925927,adjusted qsr
random,435,52.949625000000005,rewards mean,0.66074875,meta-cognitive sensitivity,0.522125,confidence mean,0.5625,mean accuracy,0.6571077155351936,adjusted qsr
random,436,51.34462499999999,rewards mean,0.63811625,meta-cognitive sensitivity,0.509375,confidence mean,0.475,mean accuracy,0.6338387650978758,adjusted qsr
random,437,49.047125,rewards mean,0.69306875,meta-cognitive sensitivity,0.499625,confidence mean,0.575,mean accuracy,0.6904584027488546,adjusted qsr
random,438,51.26649999999999,rewards mean,0.66720875,meta-cognitive sensitivity,0.509625,confidence mean,0.4875,mean accuracy,0.662376448081624,adjusted qsr
random,439,50.2405,rewards mean,0.6531024999999999,meta-cognitive sensitivity,0.4202499999999999,confidence mean,0.5625,mean accuracy,0.6493934818825491,adjusted qsr
random,440,51.130625,rewards mean,0.69092875,meta-cognitive sensitivity,0.5676249999999999,confidence mean,0.5,mean accuracy,0.6858466254340277,adjusted qsr
random,441,49.4775,rewards mean,0.6734674999999999,meta-cognitive sensitivity,0.47675,confidence mean,0.4875,mean accuracy,0.6703326738858809,adjusted qsr
random,442,50.16287500000001,rewards mean,0.6703075000000001,meta-cognitive sensitivity,0.47775,confidence mean,0.55,mean accuracy,0.6603480171118049,adjusted qsr
random,443,51.402625,rewards mean,0.69128875,meta-cognitive sensitivity,0.4786250000000001,confidence mean,0.625,mean accuracy,0.6853664822048612,adjusted qsr
random,444,46.42325,rewards mean,0.6415150000000001,meta-cognitive sensitivity,0.4654999999999999,confidence mean,0.45,mean accuracy,0.633251953125,adjusted qsr
random,445,50.216125,rewards mean,0.68006125,meta-cognitive sensitivity,0.468125,confidence mean,0.55,mean accuracy,0.663705655851534,adjusted qsr
random,446,52.219875,rewards mean,0.6727887499999999,meta-cognitive sensitivity,0.504625,confidence mean,0.5375,mean accuracy,0.6544058641975308,adjusted qsr
random,447,48.128125,rewards mean,0.62987,meta-cognitive sensitivity,0.4965,confidence mean,0.475,mean accuracy,0.6235200340099905,adjusted qsr
random,448,50.370625,rewards mean,0.70192375,meta-cognitive sensitivity,0.521875,confidence mean,0.4875,mean accuracy,0.698597087894569,adjusted qsr
random,449,51.53037500000001,rewards mean,0.70776,meta-cognitive sensitivity,0.5349999999999999,confidence mean,0.525,mean accuracy,0.7005235457063712,adjusted qsr
random,450,50.97675,rewards mean,0.68683125,meta-cognitive sensitivity,0.487625,confidence mean,0.475,mean accuracy,0.6836253123698459,adjusted qsr
random,451,49.2325,rewards mean,0.71499625,meta-cognitive sensitivity,0.4873749999999999,confidence mean,0.45,mean accuracy,0.7025416469754253,adjusted qsr
random,452,49.93325,rewards mean,0.664245,meta-cognitive sensitivity,0.52275,confidence mean,0.5,mean accuracy,0.659552024657243,adjusted qsr
random,453,51.246875,rewards mean,0.6790925,meta-cognitive sensitivity,0.4587499999999999,confidence mean,0.6375,mean accuracy,0.6761013391433733,adjusted qsr
random,454,53.33425,rewards mean,0.6336562499999999,meta-cognitive sensitivity,0.528125,confidence mean,0.575,mean accuracy,0.6293562578092462,adjusted qsr
random,455,48.98425,rewards mean,0.71260125,meta-cognitive sensitivity,0.510875,confidence mean,0.4875,mean accuracy,0.7068562825520833,adjusted qsr
random,456,48.38875,rewards mean,0.72982125,meta-cognitive sensitivity,0.504375,confidence mean,0.45,mean accuracy,0.727554925031237,adjusted qsr
random,457,50.665375,rewards mean,0.67725,meta-cognitive sensitivity,0.51375,confidence mean,0.525,mean accuracy,0.6702311197916667,adjusted qsr
random,458,50.639,rewards mean,0.69302,meta-cognitive sensitivity,0.507,confidence mean,0.5375,mean accuracy,0.6901239067055392,adjusted qsr
random,459,51.193875000000006,rewards mean,0.69653875,meta-cognitive sensitivity,0.537625,confidence mean,0.525,mean accuracy,0.6928778297374854,adjusted qsr
random,460,48.38025,rewards mean,0.6514537499999999,meta-cognitive sensitivity,0.500375,confidence mean,0.3375,mean accuracy,0.6367955458412098,adjusted qsr
random,461,50.59012499999999,rewards mean,0.64284875,meta-cognitive sensitivity,0.4908749999999999,confidence mean,0.4625,mean accuracy,0.637357848868105,adjusted qsr
random,462,49.3625,rewards mean,0.66859375,meta-cognitive sensitivity,0.498375,confidence mean,0.45,mean accuracy,0.663708948878733,adjusted qsr
random,463,50.786,rewards mean,0.69625,meta-cognitive sensitivity,0.54075,confidence mean,0.575,mean accuracy,0.6895900277008311,adjusted qsr
random,464,51.7495,rewards mean,0.63373375,meta-cognitive sensitivity,0.5033749999999999,confidence mean,0.5125,mean accuracy,0.625400119357639,adjusted qsr
random,465,49.6825,rewards mean,0.6080937499999999,meta-cognitive sensitivity,0.484375,confidence mean,0.4,mean accuracy,0.6034373698458976,adjusted qsr
random,466,50.892375,rewards mean,0.6432875,meta-cognitive sensitivity,0.50825,confidence mean,0.55,mean accuracy,0.6392726988754684,adjusted qsr
random,467,54.0785,rewards mean,0.67978375,meta-cognitive sensitivity,0.5038750000000001,confidence mean,0.575,mean accuracy,0.6755486767988097,adjusted qsr
random,468,51.304625,rewards mean,0.70268125,meta-cognitive sensitivity,0.420875,confidence mean,0.55,mean accuracy,0.7000195231153686,adjusted qsr
random,469,48.49825,rewards mean,0.62634625,meta-cognitive sensitivity,0.458125,confidence mean,0.5125,mean accuracy,0.6219478862973761,adjusted qsr
random,470,46.770125,rewards mean,0.71755375,meta-cognitive sensitivity,0.446375,confidence mean,0.4375,mean accuracy,0.7139042406206824,adjusted qsr
random,471,46.06700000000001,rewards mean,0.6316762499999999,meta-cognitive sensitivity,0.4971249999999999,confidence mean,0.4125,mean accuracy,0.6213636610243055,adjusted qsr
random,472,53.056,rewards mean,0.7054225,meta-cognitive sensitivity,0.50025,confidence mean,0.625,mean accuracy,0.6999810112847222,adjusted qsr
random,473,50.0315,rewards mean,0.678985,meta-cognitive sensitivity,0.5395000000000001,confidence mean,0.5625,mean accuracy,0.6709515235457064,adjusted qsr
random,474,50.242,rewards mean,0.676935,meta-cognitive sensitivity,0.50875,confidence mean,0.5125,mean accuracy,0.6741566014160766,adjusted qsr
random,475,52.3,rewards mean,0.662975,meta-cognitive sensitivity,0.516,confidence mean,0.5625,mean accuracy,0.6573985014347964,adjusted qsr
random,476,46.638625,rewards mean,0.6967362500000001,meta-cognitive sensitivity,0.499125,confidence mean,0.3625,mean accuracy,0.6942183016261027,adjusted qsr
random,477,49.23975,rewards mean,0.6371100000000001,meta-cognitive sensitivity,0.4992499999999999,confidence mean,0.4375,mean accuracy,0.6300576575619088,adjusted qsr
random,478,52.42225,rewards mean,0.64961625,meta-cognitive sensitivity,0.443625,confidence mean,0.5625,mean accuracy,0.6427783933518005,adjusted qsr
random,479,50.15050000000001,rewards mean,0.62094375,meta-cognitive sensitivity,0.4908749999999999,confidence mean,0.4625,mean accuracy,0.611196560329861,adjusted qsr
random,480,48.7175,rewards mean,0.6359825000000001,meta-cognitive sensitivity,0.51925,confidence mean,0.425,mean accuracy,0.6257459852430556,adjusted qsr
random,481,49.37637500000001,rewards mean,0.66315125,meta-cognitive sensitivity,0.496125,confidence mean,0.55,mean accuracy,0.6598904102457309,adjusted qsr
random,482,48.392875,rewards mean,0.66175875,meta-cognitive sensitivity,0.516125,confidence mean,0.525,mean accuracy,0.6549492730034722,adjusted qsr
random,483,47.62375,rewards mean,0.66290625,meta-cognitive sensitivity,0.485125,confidence mean,0.4,mean accuracy,0.6510484764542936,adjusted qsr
random,484,50.14175,rewards mean,0.6419024999999999,meta-cognitive sensitivity,0.5055,confidence mean,0.475,mean accuracy,0.6380180133277801,adjusted qsr
random,485,49.05187500000001,rewards mean,0.6358775,meta-cognitive sensitivity,0.52,confidence mean,0.475,mean accuracy,0.6318174718867138,adjusted qsr
random,486,50.419125,rewards mean,0.6843,meta-cognitive sensitivity,0.51625,confidence mean,0.45,mean accuracy,0.6776312811226799,adjusted qsr
random,487,49.94775,rewards mean,0.6958387500000001,meta-cognitive sensitivity,0.522625,confidence mean,0.475,mean accuracy,0.687269409234948,adjusted qsr
random,488,51.13025,rewards mean,0.6366875,meta-cognitive sensitivity,0.51325,confidence mean,0.525,mean accuracy,0.6202475189035918,adjusted qsr
random,489,47.824875,rewards mean,0.7165199999999999,meta-cognitive sensitivity,0.4404999999999999,confidence mean,0.45,mean accuracy,0.7074196597353497,adjusted qsr
random,490,50.225875,rewards mean,0.681475,meta-cognitive sensitivity,0.484,confidence mean,0.475,mean accuracy,0.6784308621407746,adjusted qsr
random,491,49.398625,rewards mean,0.65477625,meta-cognitive sensitivity,0.496125,confidence mean,0.475,mean accuracy,0.6475843641493056,adjusted qsr
random,492,50.984625,rewards mean,0.6658937500000001,meta-cognitive sensitivity,0.508125,confidence mean,0.5,mean accuracy,0.6624075905872553,adjusted qsr
random,493,52.19712500000001,rewards mean,0.74247875,meta-cognitive sensitivity,0.5131249999999999,confidence mean,0.5125,mean accuracy,0.7409217513536026,adjusted qsr
random,494,48.785875,rewards mean,0.68486875,meta-cognitive sensitivity,0.502375,confidence mean,0.4625,mean accuracy,0.681738077884215,adjusted qsr
random,495,51.25175,rewards mean,0.7045199999999999,meta-cognitive sensitivity,0.52925,confidence mean,0.5,mean accuracy,0.7017700957934194,adjusted qsr
random,496,49.243875,rewards mean,0.6490475,meta-cognitive sensitivity,0.47275,confidence mean,0.45,mean accuracy,0.6452962307371928,adjusted qsr
random,497,49.46962499999999,rewards mean,0.6968137499999999,meta-cognitive sensitivity,0.5491250000000001,confidence mean,0.4625,mean accuracy,0.6913859071102136,adjusted qsr
random,498,50.97025,rewards mean,0.6111712499999999,meta-cognitive sensitivity,0.4761249999999999,confidence mean,0.575,mean accuracy,0.6052170793920715,adjusted qsr
random,499,50.308875,rewards mean,0.671125,meta-cognitive sensitivity,0.4902499999999999,confidence mean,0.4875,mean accuracy,0.6650010850694444,adjusted qsr
random,500,49.254875000000006,rewards mean,0.6835475000000001,meta-cognitive sensitivity,0.49375,confidence mean,0.525,mean accuracy,0.6785763630566478,adjusted qsr
random,501,49.488875,rewards mean,0.57064,meta-cognitive sensitivity,0.534,confidence mean,0.525,mean accuracy,0.5650197834235735,adjusted qsr
random,502,48.931125,rewards mean,0.713295,meta-cognitive sensitivity,0.5087499999999999,confidence mean,0.4875,mean accuracy,0.7082845052083333,adjusted qsr
random,503,51.523375,rewards mean,0.67439,meta-cognitive sensitivity,0.52875,confidence mean,0.5875,mean accuracy,0.6611306020823902,adjusted qsr
random,504,52.61975,rewards mean,0.68764625,meta-cognitive sensitivity,0.486875,confidence mean,0.5375,mean accuracy,0.6845832465639317,adjusted qsr
random,505,49.140375000000006,rewards mean,0.7339175000000001,meta-cognitive sensitivity,0.5345,confidence mean,0.5125,mean accuracy,0.7302924262152779,adjusted qsr
random,506,53.50812499999999,rewards mean,0.6440899999999999,meta-cognitive sensitivity,0.5305,confidence mean,0.5875,mean accuracy,0.6348102493074792,adjusted qsr
random,507,50.195875,rewards mean,0.6912675,meta-cognitive sensitivity,0.526,confidence mean,0.5125,mean accuracy,0.6836606648199446,adjusted qsr
random,508,48.828,rewards mean,0.6747037499999999,meta-cognitive sensitivity,0.5033749999999999,confidence mean,0.4375,mean accuracy,0.6713465743440233,adjusted qsr
random,509,49.122875,rewards mean,0.7040487499999999,meta-cognitive sensitivity,0.490125,confidence mean,0.4625,mean accuracy,0.6966826052512449,adjusted qsr
random,510,48.94225,rewards mean,0.687235,meta-cognitive sensitivity,0.47125,confidence mean,0.4125,mean accuracy,0.6841420241566014,adjusted qsr
random,511,49.119875,rewards mean,0.6781925,meta-cognitive sensitivity,0.4225,confidence mean,0.5625,mean accuracy,0.6746954394002499,adjusted qsr
random,512,50.423375,rewards mean,0.6839387499999999,meta-cognitive sensitivity,0.4976249999999999,confidence mean,0.4625,mean accuracy,0.6758756790402897,adjusted qsr
random,513,51.376625,rewards mean,0.63072,meta-cognitive sensitivity,0.40025,confidence mean,0.5125,mean accuracy,0.624929470486111,adjusted qsr
random,514,49.82825,rewards mean,0.674815,meta-cognitive sensitivity,0.5095,confidence mean,0.6,mean accuracy,0.6689605696673397,adjusted qsr
random,515,49.343875,rewards mean,0.6465412500000001,meta-cognitive sensitivity,0.521875,confidence mean,0.4125,mean accuracy,0.6427048625572678,adjusted qsr
random,516,50.133750000000006,rewards mean,0.629235,meta-cognitive sensitivity,0.5385,confidence mean,0.5625,mean accuracy,0.6224877776596875,adjusted qsr
random,517,51.80049999999999,rewards mean,0.6870462500000001,meta-cognitive sensitivity,0.5493750000000001,confidence mean,0.5,mean accuracy,0.6817475289616325,adjusted qsr
random,518,49.077375,rewards mean,0.6733724999999999,meta-cognitive sensitivity,0.46775,confidence mean,0.45,mean accuracy,0.6681926878520565,adjusted qsr
random,519,51.161375,rewards mean,0.64085375,meta-cognitive sensitivity,0.516875,confidence mean,0.55,mean accuracy,0.635116643639069,adjusted qsr
random,520,51.86875,rewards mean,0.6897212500000001,meta-cognitive sensitivity,0.4826249999999999,confidence mean,0.5875,mean accuracy,0.6862339249654587,adjusted qsr
random,521,48.500625,rewards mean,0.66606875,meta-cognitive sensitivity,0.460125,confidence mean,0.5125,mean accuracy,0.6626783111203665,adjusted qsr
random,522,48.942375,rewards mean,0.6585275000000002,meta-cognitive sensitivity,0.5189999999999999,confidence mean,0.4625,mean accuracy,0.6457909971644613,adjusted qsr
random,523,50.043875,rewards mean,0.6880124999999999,meta-cognitive sensitivity,0.46175,confidence mean,0.5,mean accuracy,0.6837097459878839,adjusted qsr
random,524,49.02675,rewards mean,0.6735137499999999,meta-cognitive sensitivity,0.520875,confidence mean,0.4625,mean accuracy,0.6558452215629339,adjusted qsr
random,525,48.6525,rewards mean,0.66598625,meta-cognitive sensitivity,0.471875,confidence mean,0.45,mean accuracy,0.6512096774193548,adjusted qsr
random,526,48.624125,rewards mean,0.6432687500000001,meta-cognitive sensitivity,0.538625,confidence mean,0.5375,mean accuracy,0.6393234589754269,adjusted qsr
random,527,52.34974999999999,rewards mean,0.6521125,meta-cognitive sensitivity,0.535,confidence mean,0.5375,mean accuracy,0.6482897750937109,adjusted qsr
random,528,50.09675,rewards mean,0.6518012499999999,meta-cognitive sensitivity,0.505875,confidence mean,0.4875,mean accuracy,0.6463439260282708,adjusted qsr
random,529,49.892375,rewards mean,0.67197875,meta-cognitive sensitivity,0.4751249999999999,confidence mean,0.4875,mean accuracy,0.6664417047507706,adjusted qsr
random,530,51.241625,rewards mean,0.6875899999999999,meta-cognitive sensitivity,0.448,confidence mean,0.55,mean accuracy,0.6765706371191136,adjusted qsr
random,531,49.80525,rewards mean,0.6186512499999999,meta-cognitive sensitivity,0.5051249999999999,confidence mean,0.525,mean accuracy,0.60887451171875,adjusted qsr
random,532,48.5295,rewards mean,0.6719837500000001,meta-cognitive sensitivity,0.495375,confidence mean,0.45,mean accuracy,0.6674952173450951,adjusted qsr
random,533,50.45775,rewards mean,0.6837975000000001,meta-cognitive sensitivity,0.5265000000000001,confidence mean,0.55,mean accuracy,0.6758393351800553,adjusted qsr
random,534,48.71,rewards mean,0.61557875,meta-cognitive sensitivity,0.480125,confidence mean,0.4125,mean accuracy,0.6031883656509696,adjusted qsr
random,535,51.432,rewards mean,0.6723399999999999,meta-cognitive sensitivity,0.52475,confidence mean,0.6,mean accuracy,0.6690753852561432,adjusted qsr
random,536,48.154,rewards mean,0.61840875,meta-cognitive sensitivity,0.490875,confidence mean,0.4625,mean accuracy,0.6141880987088714,adjusted qsr
random,537,50.232875,rewards mean,0.64327,meta-cognitive sensitivity,0.5145,confidence mean,0.55,mean accuracy,0.6340711805555556,adjusted qsr
random,538,50.39525,rewards mean,0.6404650000000001,meta-cognitive sensitivity,0.4710000000000001,confidence mean,0.4625,mean accuracy,0.6360006247396918,adjusted qsr
random,539,49.28475,rewards mean,0.6481175,meta-cognitive sensitivity,0.53325,confidence mean,0.475,mean accuracy,0.6440779883381923,adjusted qsr
random,540,47.65037500000001,rewards mean,0.6586112500000001,meta-cognitive sensitivity,0.4786250000000001,confidence mean,0.475,mean accuracy,0.6505357530381944,adjusted qsr
random,541,49.17125,rewards mean,0.68686875,meta-cognitive sensitivity,0.489375,confidence mean,0.45,mean accuracy,0.680062326869806,adjusted qsr
random,542,51.291375,rewards mean,0.7005162500000001,meta-cognitive sensitivity,0.490125,confidence mean,0.5375,mean accuracy,0.697853758850479,adjusted qsr
random,543,50.572,rewards mean,0.64510625,meta-cognitive sensitivity,0.5291250000000001,confidence mean,0.5875,mean accuracy,0.6411742503123699,adjusted qsr
random,544,47.587375,rewards mean,0.6290899999999999,meta-cognitive sensitivity,0.53625,confidence mean,0.5125,mean accuracy,0.6247084548104956,adjusted qsr
random,545,48.877500000000005,rewards mean,0.648615,meta-cognitive sensitivity,0.45075,confidence mean,0.4625,mean accuracy,0.6382894736842105,adjusted qsr
